2GB SYDNEY,2GB_SYDNEY,Commercial2,0,https://www.radio-australia.org/2gb,,0
2GN GOULBURN,2GN_GOULBURN,Commercial2,0,https://www.radio-australia.org/2gn,,0
bbc radio 1,bbc_radio_1,Commercial2,0,https://www.radio-uk.co.uk/bbc-radio-1,,0
bbc radio 2,bbc_radio_2,Commercial2,0,https://www.radio-uk.co.uk/bbc-radio-2,,0
bbc radio 3,bbc_radio_3,Commercial2,0,https://www.radio-uk.co.uk/bbc-radio-3,,0
bbc radio 4,bbc_radio_4,Commercial2,0,https://www.radio-uk.co.uk/bbc-radio-4,,0
bbc radio 5 live,bbc_radio_5_live,Commercial2,0,https://www.radio-uk.co.uk/bbc-radio-5-live,,0
bbc world service,bbc_world_service,Commercial2,0,https://www.radio-uk.co.uk/bbc-world-service,,0
bbc radio 4 extra,bbc_radio_4_extra,Commercial2,0,https://www.radio-uk.co.uk/bbc-radio-4-extra,,0
bbc radio london,bbc_radio_london,Commercial2,0,https://www.radio-uk.co.uk/bbc-london,,0
bbc radio 1xtra,bbc_radio_1xtra,Commercial2,0,https://www.radio-uk.co.uk/bbc-1xtra,,0
1000 hits classical music,_1000_hits_classical_music,Commercial2,0,https://www.fmradiofree.com/1000-hits-classical-music,,0
classic fm,classic_fm,Commercial2,0,https://www.radio-uk.co.uk/classic-fm,,0
classical california KUSC,classical_california_KUSC,Commercial2,0,https://www.internetradio-horen.de/us/kusc-classical-915-fm-kdb,,0
classical mood,classical_mood,Commercial2,0,https://www.internetradio-horen.de/ae/classical-mood,,0
classical ultra quiet radio,classical_ultra_quiet_radio,Commercial2,0,https://www.internetradio-horen.de/ca/ultra-quiet-radio,,0
classic radio swiss,classic_radio_swiss,Commercial2,0,https://www.internetradio-horen.de/ch/radio-swiss-classic-fr,,0
klassik radio,klassik_radio,Commercial2,0,https://www.internetradio-horen.de/klassik-radio,,0
klassik radio pure bach,klassik_radio_pure_bach,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-pure-bach,,0
klassik radio pure beethoven,klassik_radio_pure_beethoven,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-pure-beethoven,,0
klassik radio pure mozart,klassik_radio_pure_mozart,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-pure-mozart,,0
klassik radio pure verdi,klassik_radio_pure_verdi,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-pure-verdi,,0
klassik radio barock,klassik_radio_barock,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-barock,,0
klassik radio piano,klassik_radio_piano,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-piano,,0
klassik radio piano new classics,klassik_radio_new_piano,Commercial2,0,https://www.internetradio-horen.de/klassik-radio-piano-new-classics,,0
epic piano solo,epic_piano_solo,Commercial2,0,https://www.internetradio-horen.de/epic-piano-solo-piano,,0
epic piano coverhits,epic_piano_coverhits,Commercial2,0,https://www.internetradio-horen.de/epic-piano-piano-coverhits,,0
epic piano great concerts,epic_piano_greatconcerts,Commercial2,0,https://www.internetradio-horen.de/epic-piano-great-concerts,,0
epic piano chillout,epic_piano_chillout,Commercial2,0,https://www.internetradio-horen.de/epic-piano-chillout-piano,,0
epic piano modern,epic_piano_modern,Commercial2,0,https://www.internetradio-horen.de/epic-piano-modern-piano,,0
epic piano romantic,epic_piano_romantic,Commercial2,0,https://www.internetradio-horen.de/epic-piano-romantic-piano,,0
epic piano christmas,epic_piano_christmas,Commercial2,0,https://www.internetradio-horen.de/epic-piano-piano-christmas,,0
epic piano Chopin,epic_piano_chopin,Commercial2,0,https://www.internetradio-horen.de/epic-piano-chopin,,0
epic piano Tschaikowski,epic_piano_tschaikowski,Commercial2,0,https://www.internetradio-horen.de/epic-piano-tschaikowski,,0
epic piano Grieg,epic_piano_grieg,Commercial2,0,https://www.internetradio-horen.de/epic-piano-grieg,,0
epic piano Liszt,epic_piano_liszt,Commercial2,0,https://www.internetradio-horen.de/epic-piano-liszt,,0
antenne bayern live,antenne_bayern_live,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern,,0
antenne bayern schlagersahne,antenne_bayern_schlagersahne,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-schlagersahne,,0
antenne bayern top40,antenne_bayern_top40,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-top-40,,0
antenne bayern 80er kulthits,antenne_bayern_80er_kulthits,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-80er-kulthits,,0
antenne bayern 90er hits,antenne_bayern_90er_hits,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-90er-hits,,0
antenne bayern lovesongs,antenne_bayern_lovesongs,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-lovesongs,,0
antenne bayern 70er hits,antenne_bayern_70er_hits,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-70er-hits,,0
antenne bayern classic rock,antenne_bayern_classic_rock,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-classic-rock-live,,0
antenne bayern greatest hits,antenne_bayern_greatest_hits,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-greatest-hits,,0
antenne bayern coffeemusic,antenne_bayern_coffeemusic,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-coffeemusic,,0
antenne bayern relax,antenne_bayern_relax,Commercial2,0,https://www.internetradio-horen.de/anja-kurz,,0
antenne bayern lounge,antenne_bayern_lounge,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-country,,0
totally radio hits,totally_radio_hits,Commercial2,0,https://www.internetradio-horen.de/au/totally-radio-hits,,0
totally radio 90s,totally_radio_90s,Commercial2,0,https://www.internetradio-horen.de/au/totally-radio-90s,,0
totally radio 80s,totally_radio_80s,Commercial2,0,https://www.internetradio-horen.de/au/totally-radio-80s,,0
totally radio 70s,totally_radio_70s,Commercial2,0,https://www.internetradio-horen.de/au/totally-radio-70s,,0
totally radio 60s,totally_radio_60s,Commercial2,0,https://www.internetradio-horen.de/au/totally-radio-60s,,0
us adagiofm,us_adagiofm,Commercial2,0,https://www.internetradio-horen.de/us/adagiofm,,0
it venice classic radio,it_venice_classic_radio,Commercial2,0,https://www.internetradio-horen.de/it/venice-classic-radio,,0
fr radio classique,fr_radio_classique,Commercial2,0,https://www.internetradio-horen.de/fr/radio-classique,,0
us whisperings solo piano radio,us_whisperings_solo_piano_radio,Commercial2,0,https://www.internetradio-horen.de/us/whisperings-solo-piano-radio,,0
bayern 1,bayern_1,Commercial2,0,https://www.internetradio-horen.de/bayern-1,,0
us the big 80s station,us_the_big_80s_station,Commercial2,0,https://www.internetradio-horen.de/us/the-big-80s-station,,0
antenne bayern oldies but goldies,antenne_bayern_oldies_but_goldies,Commercial2,0,https://www.internetradio-horen.de/antenne-bayern-oldies-but-goldies,,0
br radio 80 fm,br_radio_80_fm,Commercial2,0,https://www.internetradio-horen.de/br/radio-80-fm,,0
au its 80s,au_its_80s,Commercial2,0,https://www.internetradio-horen.de/au/its-80s,,0
nl 80s alive,nl_80s_alive,Commercial2,0,https://www.internetradio-horen.de/nl/80s-alive,,0
ae wonder 80s,ae_wonder_80s,Commercial2,0,https://www.internetradio-horen.de/ae/wonder-80s,,0
nl joe 70s 80s,nl_joe_70s_80s,Commercial2,0,https://www.internetradio-horen.de/nl/joe-70s-80s,,0
on 70s,on_70s,Commercial2,0,https://www.internetradio-horen.de/on-70s,,0
ca classichitsonline,ca_classichitsonline,Commercial2,0,https://www.internetradio-horen.de/ca/classichitsonline,,0
us all oldies 247,us_all_oldies_247,Commercial2,0,https://www.internetradio-horen.de/us/all-oldies-247,,0
ch 1fm absolute 70s pop,ch_1fm_absolute_70s_pop,Commercial2,0,https://www.internetradio-horen.de/ch/1fm-absolute-70s-pop,,0
gb golden oldies,gb_golden_oldies,Commercial2,0,https://www.internetradio-horen.de/gb/golden-oldies,,0
us oldies america,us_oldies_america,Commercial2,0,https://www.internetradio-horen.de/us/oldies-america,,0
us planet oldies radio,us_planet_oldies_radio,Commercial2,0,https://www.internetradio-horen.de/us/planet-oldies-radio,,0
us 977 oldies,us_977_oldies,Commercial2,0,https://www.internetradio-horen.de/us/977-oldies,,0
ch skuizz hits 50s 70s,ch_skuizz_hits_50s_70s,Commercial2,0,https://www.internetradio-horen.de/ch/skuizz-hits-50s-70s,,0
ca abc 50s,ca_abc_50s,Commercial2,0,https://www.internetradio-horen.de/ca/abc-50s,,0
ca radio addictive 50s,ca_radio_addictive_50s,Commercial2,0,https://www.internetradio-horen.de/ca/radio-addictive-50s,,0
ca abc 60s,ca_abc_60s,Commercial2,0,https://www.internetradio-horen.de/ca/abc-60s,,0
on 60s,on_60s,Commercial2,0,https://www.internetradio-horen.de/on-60s,,0
